201267,B-9795-CXS,081132021220,201,864403043506659,"2021-05-06 09:06:40"
202568,B-9731-CXS,081132020493,202,867060031281385,"2021-03-17 07:25:25"
201270,W-9498-U,081132023135,201,867060031284553,"2021-05-06 09:03:32"
202523,B-9532-CXS,081132023110,202,864403043506220,"2021-05-12 13:18:20"
202432,B-9283-CXS,081514007226,202,867060034780409,"2021-05-10 08:42:34"
202486,B-9436-CXS,08551838329,202,864403041502734,"2021-05-12 11:09:21"
202504,B-9139-CXR,08551838349,202,864403043550558,"2021-05-12 10:05:06"
202575,B-9373-CXR,08551838466,202,867060031253483,"2021-05-12 09:59:12"
202552,B-9649-CXS,08551838438,202,864403042120841,"2021-05-12 13:31:50"
202082,"W-4843-WE [Motor]",08551838316,200,352094088326050,"2021-08-06 03:38:31"
202524,B-9552-CXS,08551838418,202,864403043149054,"2021-05-12 13:16:20"
202487,B-9423-CXS,08551838326,202,864403041443707,"2021-05-12 11:08:24"
202469,B-9432-CXS,081514016038,202,867060035280383,"2021-05-12 11:06:24"
202076,"B-2028-RC [Avanza Pu",081514017630,200,352093082523423,"2021-08-06 03:49:04"
202579,B-9756-CXS,081132023096,202,867060031283555,"2021-05-12 10:57:02"
202557,B-9723-CXS,081132020906,202,867060031281708,"2021-05-12 13:33:37"
202563,B-9721-CXS,081132006586,202,864403044132422,"2021-05-12 10:00:47"
202537,B-9598-CXS,08551838413,202,864403042870023,"2021-05-18 09:02:05"
202516,B-9612-CXS,08551838395,202,864403043157750,"2021-05-12 13:26:48"
202426,B-9310-CXS,081514017330,202,867060034756854,"2021-05-12 10:55:40"
202527,B-9557-CXS,081132023144,202,864403043131326,"2021-05-12 13:10:04"
202514,B-9550-CXS,08551838394,202,864403043549857,"2021-05-12 11:14:59"
202605,B-9581-CXR,081513701498,202,864403041517567,"2021-05-12 13:32:39"
202528,B-9610-CXS,08551838422,202,864403043136689,"2021-05-12 13:18:34"
202441,B-9306-CXS,081132021189,202,864403043132571,"2021-05-07 07:53:36"
202496,B-9308-CXS,08551838342,202,867060034752424,"2021-05-12 11:12:54"
202261,"B-1812-COZ [Xpander ",081132020933,200,352093082792606,"2021-08-06 03:39:22"
202530,B-9633-CXS,08551838430,202,864403042186347,"2021-05-12 13:14:53"
202473,B-9441-CXS,081514015830,202,867060035288873,"2021-05-12 10:57:43"
201006,"W-1759-QN [Panther]",08551838389,200,356307048825318,"2021-08-06 03:54:42","2021-08-06 03:52:33"
202296,"B-1497-CLR [Fortuner",081514016277,200,352093082595157,"2021-08-06 03:56:57","2021-08-06 03:54:41"
515033,"PC200 21",08113370560,1,352848029477631,"2021-08-06 03:54:27","2021-08-06 03:52:42"
202475,B-9447-CXS,081132020926,202,864403041494486,"2021-05-12 11:13:41","2021-05-12 11:11:08"
202581,B-9588-CXR,08551838314,202,864403041506396,"2021-05-12 10:05:40","2021-05-12 10:03:07"
202603,B-9187-CXR,081513701508,202,864403041450579,"2021-05-12 11:02:35","2021-05-12 11:00:00"
202562,B-9710-CXS,08551838478,202,867060031290394,"2021-05-12 10:02:45","2021-05-12 10:00:18"
202511,B-9554-CXS,081132261480,202,864403041492597,"2021-05-12 11:17:40","2021-05-12 11:15:06"
202263,"B-1173-CZO [Xpander ",08551838470,200,352094088327546,"2021-08-06 03:51:50","2021-08-06 03:49:32"
202567,B-9713-CXS,08551838462,202,867060031263391,"2021-05-12 09:52:13","2021-05-12 09:49:43"
202058,"B-3672-CKO [Beat]",081514008446,200,352093082524470,"2021-06-02 06:03:04","2021-06-02 06:01:00"
202547,B-9609-CXS,08551838428,202,864403042092669,"2021-05-12 13:14:55","2021-05-12 13:12:25"
202437,B-9272-CXS,081132023105,202,867060031279702,"2021-05-12 10:52:07","2021-05-12 11:00:09"
202465,B-9396-CXS,081514015535,202,867060034765905,"2021-05-12 11:06:18","2021-05-12 11:03:49"
202031,"W-4765-WE [Motor]",08551838311,200,356173066130647,"2021-07-20 20:58:51","2021-07-20 20:56:54"
202101,B-9508-CXR,081132275040,202,356173066691606,"2021-06-02 04:53:08","2021-06-02 04:51:01"
202452,B-9399-CXS,081514007564,202,867060034786265,"2021-05-12 11:00:08","2021-05-12 10:57:36"
201269,W-9211-UP,081132021224,201,867060031253913,"2021-05-06 09:09:03","2021-05-06 09:07:08"
201119,"L-1289-EO [Veloz]",08551838373,200,352094089899287,"2021-08-06 03:49:10","2021-08-06 03:47:01"
202512,B-9588-CXS,08551838378,202,864403043564153,"2021-05-12 11:13:30","2021-05-12 11:11:01"
202598,B-9644-CXR,081132020523,202,867060031281658,"2021-05-12 13:33:56","2021-05-12 13:31:24"
202564,B-9725-CXS,08551838472,202,864403042649468,"2021-05-12 09:56:19","2021-05-12 09:53:42"
202574,B-9584-CXR,08551842015,202,867060031284298,"2021-05-12 10:03:00","2021-05-12 10:00:26"
202456,B-9271-CXS,081132023731,202,867060034752317,"2021-05-12 10:02:29","2021-05-12 09:59:56"
202431,B-9285-CXS,081514007367,202,867060034763645,"2021-05-12 11:05:34","2021-05-12 11:03:07"
202442,B-9829-CXR,08551838406,202,864403042122128,"2021-05-12 10:51:26","2021-05-12 10:48:55"
201267,B-9795-CXS,081132021220,201,864403043506659,"2021-05-06 09:09:00","2021-05-06 09:06:40"
